total tokens, 19012

tr_word_bi_grams, frequency
"-- Gaining",1
"would still",1
"But with",1
"1944 ,",1
"all proselytizing",1
"Riverside section",1
"deserves the",1
"knew about",1
"the contractor",1
"Meanwhile ,",1
"Contempt proceedings",1
"limited to",1
"best ``",1
"active military",1
"Attorney James",1
"proposal .",1
"ankle injury",1
"factor which",1
"can against",1
"field sharply",1
"no proof",1
"'s nominee",1
"speed approval",1
"your honor",1
"get ``",1
"Ore. )",1
"Wesley Roberts",1
"of 1.09.3",1
"fall than",1
"break their",1
"Maplecrest Dr.",1
"stab at",1
"`` lip",1
"air of",1
"Narragansett Race",1
"history ,",1
"' expense",1
"reform .",1
"up half",1
"and exploratory",1
"not for",1
"Sen. Charles",1
"Burke ,",1
"Thursday against",1
"more docile",1
"Buffalo and",1
"his leadership",1
"because he",1
"county-wide day",1
"cutting the",1
"for two",1
"meet New",1
"information and",1
"junior-senior high",1
"quarterback for",1
"the remainder",1
"seek instead",1
"on for",1
"third-inning two-run",1
"was filed",1
"was viewed",1
", Ill",1
"are many",1
"pledges that",1
"'s bill",1
"matter of",1
"with what",1
"penalty of",1
"places would",1
"County court",1
"got himself",1
"fear failure",1
"had held",1
"to devote",1
"programs under",1
"John Nichols",1
"reserves scrimmaged",1
"high of",1
"by 1966",1
"some disappointment",1
"by much",1
"money to",1
", Sheets",1
"gesture .",1
"pioneer or",1
"and what",1
"more plans",1
"Finance Director",1
"In reply",1
"give no",1
"helped in",1
"the ballot",1
"provide special",1
"be obtained",1
"must solve",1
"$ 7.20",1
"action .",1
"expects that",1
"that boy",1
"-- Three",1
"Providence now",1
"town ''",1
"Each of",1
"plan enacted",1
". Paris",1
"`` provide",1
"The statements",1
"Jackson County",1
". Natural",1
"projects assigned",1
"$ 740,000",1
"by Ivan",1
"students in",1
"car to",1
"feeds ''",1
"1923 .",1
"organization would",1
"Led fight",1
"urged to",1
"disapprove of",1
"bloc by",1
"amendment previously",1
"that politicians",1
"Los Angeles",1
"the norm",1
"two million",1
"more deaf",1
"`` become",1
"nine days",1
"Gannon intercepted",1
"had what",1
"rundown on",1
"approach to",1
"storage reservoirs",1
"was marked",1
"joint press",1
"Revenue estimated",1
"perfect consonance",1
"with exception",1
"a contempt",1
"bang --",1
"'s Florida",1
"two-and-a-half-mile length",1
"remained loyal",1
", Daniel",1
".. In",1
"person who",1
"prevent such",1
"end coming",1
"their first",1
"to melt",1
"Price Daniel",1
"legislation impinging",1
"4:30 p.m.",1
"swift-striding Jamaican",1
"It has",1
"stores be",1
"is at",1
"`` rookie-of-the-year",1
"grabbed the",1
", Karns",1
"went automatically",1
"affair ,",1
"when John",1
"Tuesday by",1
"Orange ,",1
"allowances .",1
"plan does",1
"Army Air",1
"29 ,",1
"what they",1
"here tomorrow",1
"administration views",1
"rate .",1
"`` alienated",1
"points bordering",1
"Premier of",1
"and multi-family",1
"plate and",1
"exhibition decision",1
"mean an",1
"1956 .",1
"immigrant entering",1
"a test",1
"examined blueprints",1
"nomination in",1
"bloodstream of",1
"Pete Ward",1
"levy is",1
"of next",1
"Public Relations",1
"He went",1
"an old",1
"president 's",1
"petitions out",1
"their feet",1
"make .",1
"in there",1
"Wingback Jack",1
"general subjects",1
"state deaf",1
"good his",1
"rejected .",1
"Brandt ,",1
"Dr. Constantinos",1
"Texas bankers",1
"30 yards",1
"what this",1
"this attempt",1
"contempt of",1
"yet firmly",1
"a 1311",1
"mainly interested",1
"years for",1
"our neighbors",1
"published in",1
"Indonesia is",1
", Freeholder",1
"one more",1
"Nelson and",1
"latest development",1
"so-far losing",1
"in contributing",1
"monthly cost",1
"The September-October",1
"alloted to",1
"diagnostic service",1
"merely provide",1
", whose",1
"J. Wexler",1
"were for",1
"critics of",1
"Senate rules",1
"which no",1
"the old",1
"as public",1
"economic affairs",1
"emotionally disapprove",1
"their forthcoming",1
"Worth to",1
"A similar",1
"$ 43,000",1
"without interest",1
"Manhattan leader",1
"full partner",1
"a cost",1
"637 E.",1
"was enforced",1
"Mack Truck",1
"been found",1
"city ,",1
". Ramsey",1
"' work",1
"R. Leary",1
"the Bay",1
"week-end at",1
"that all",1
"Senate by",1
"by then",1
"serious misuse",1
"of tension",1
"will decrease",1
"such funds",1
"selections in",1
"Executive returned",1
"sent in",1
"Boonton --",1
"law was",1
"opening tomorrow",1
"of Prince",1
"Denver 's",1
"spend all",1
"and 28th",1
"with Portland",1
". Wards",1
"up places",1
"the invasion",1
"year should",1
"`` stimulatory",1
"fellow workers",1
"about $",1
"passing week",1
"crowds are",1
"who did",1
"50 millions",1
"at some",1
"halfback who",1
", 22",1
"provide this",1
"coup d'etat",1
"wards from",1
"over roads",1
"Among arrests",1
"of circulation",1
"Secretary Hugh",1
"action depends",1
"con '",1
"and Al",1
"extra revenues",1
"believes that",1
"workers ''",1
"its meager",1
"commission before",1
"procedure constituted",1
"1,500 in",1
"of scattered",1
"contractual obligations",1
"$ 10,000",1
"were that",1
"build ''",1
"Parkhouse .",1
"about ,",1
"make his",1
"Atlanta ''",1
"and wife",1
", ran",1
"d'etat .",1
"and probably",1
"the football",1
", 29",1
"Avenue between",1
"election were",1
"Jack Spikes",1
"The rangy",1
"other school",1
"he ruled",1
"Red Cross",1
"himself as",1
"Dallas is",1
"nevertheless staggered",1
"a pulled",1
"by dissension",1
"solemnly repeated",1
"and when",1
"rally .",1
"the trust",1
"`` teaching",1
", she",1
"were back",1
"to strengthen",1
"for overhauling",1
"filling staff",1
"mayor said",1
"immediate political",1
"machinist and",1
"and held",1
", bounced",1
"arms in",1
"Joe ,",1
"Passage of",1
"instead of",1
"13 yards",1
"taken up",1
"touchdown run",1
"800 in",1
"she did",1
"totaling 700",1
"GOP chairman",1
"team to",1
"Affairs Committee",1
"4th ward",1
"exceptionally well",1
"directors ,",1
"fund The",1
"his advocacy",1
"tactic in",1
"will step",1
"for disposition",1
"transcended county",1
"highly publicized",1
"Legislature would",1
"Moritz was",1
"straight week",1
"Hughes made",1
"Greenfield is",1
"Proof lack",1
"Testament ,",1
"an attempt",1
"about 169",1
"coach .",1
"difficult chance",1
"for Rice",1
"even faster",1
"faces hard",1
"public awareness",1
"while nursing",1
"featured race",1
"of Cambridge",1
"will probably",1
"in being",1
"Edwin O'Connor's",1
"incomplete pass",1
"and will",1
"function of",1
"popularity ,",1
"its civil",1
"residents would",1
"comment on",1
"France 's",1
"looks to",1
"time campaigning",1
"master 's",1
"`` by",1
"taxes whether",1
"Monday his",1
"Temple at",1
"these available",1
"what kind",1
", such",1
"outlets and",1
"House aids",1
"feet deep",1
"under investigation",1
"more determined",1
"and help",1
"first three",1
"be realistic",1
"temporary assistant",1
"forbids introduction",1
"walk from",1
"for Congressional",1
"at reports",1
"'s workout",1
"rival pitchers",1
"a government",1
"greater emphasis",1
"student from",1
"both Old",1
"30 to",1
"'s is",1
"( whether",1
"Oilers ,",1
"was one",1
"a population",1
"make it",1
"these troubles",1
"by Dr.",1
"in perfect",1
"House of",1
"scheduled during",1
"aside the",1
"are involved",1
"the staff",1
", 41",1
"ball to",1
", 42",1
"court which",1
". Gov.",1
"guard ,",1
"Similar payroll",1
"make a",1
"rejected a",1
"advantage that",1
"35 persons",1
"both ankles",1
"legislators that",1
"( Some",1
"approved will",1
"agriculture teacher",1
"Cooperation and",1
"town 's",1
"Forest Fire",1
"taken on",1
"strengthening conventional",1
"presides over",1
"operating procedures",1
"in combating",1
"denying motions",1
"denied immediate",1
"after its",1
"end to",1
"Abatuno to",1
", opposite",1
"to celebrate",1
"needs ''",1
"145 yards",1
"today ,",1
"stepping down",1
"'s acceptance",1
"-- where",1
"1000 rooms",1
"nurse services",1
"purpose of",1
"essential to",1
"start and",1
"Hartman and",1
"exploratory frame",1
"a neutralized",1
"today .",1
". Private",1
": Lumpe",1
"parimutuels soon",1
"oppose the",1
"Oct. 15",1
"on to",1
"assailed now",1
"gas public",1
"policy decisions",1
"than they",1
"a whole",1
"The pace",1
"team among",1
"and hit-run",1
"in passing",1
"now handle",1
"7.20 straight",1
"might perform",1
"He expects",1
"Formby 's",1
"El .",1
"Raymondville ,",1
"break on",1
"'s in",1
"would only",1
"The panel",1
"not yet",1
"instructed so",1
"city CD",1
"dropping Controller",1
"of Cuba",1
"into action",1
"meet record",1
"of Houston",1
"have 200",1
"millions ,",1
"8 in",1
"schools ''",1
"Cambridge ,",1
"concern in",1
"make in",1
"maintenance of",1
"Wayne Morse",1
"into Gannon",1
"or boos",1
"the War",1
"armed forces",1
"on Revenue",1
"exclusive use",1
"in controlling",1
"just before",1
"double play",1
"betting on",1
"jarred loose",1
"the place",1
"Councilwoman Virginia",1
"academies .",1
". Local",1
"trust territories",1
"Americans will",1
"defensive whiz",1
"rain Monday",1
"endorse candidates",1
"to field",1
"directed verdict",1
"local in",1
"suggested the",1
"service for",1
"organize its",1
"that should",1
"ago and",1
"Indications as",1
"and Theodore",1
"they do",1
"Douglas M.",1
"was able",1
". Instead",1
"requirement would",1
"the season",1
"line in",1
"evidence that",1
"various global",1
"Smith as",1
"Last year",1
". 15",1
"afternoon .",1
"and Ed",1
"signature of",1
"on teamsters",1
"22.50 per",1
"Barnett administration",1
"that technical",1
"such without",1
"everything he",1
"were no",1
"need 1,000",1
"in setting",1
"are paid",1
"the strange",1
"afternoon the",1
"they prefer",1
"Portland and",1
", assistant",1
"in developing",1
"declared itself",1
"runs in",1
"were then",1
"the 8-4",1
"challenge was",1
"and even",1
"Natural gas",1
"doubtful for",1
"Angeles has",1
"tract west",1
"is useless",1
"not become",1
"each additional",1
", means",1
"overthrow of",1
"the pricing",1
"' remark",1
"not critical",1
"viewed as",1
"little doubt",1
", today",1
"the neutral",1
"sophomore guard",1
", Newark",1
"Plainview ,",1
"56 attempts",1
"to cut",1
"years did",1
"project before",1
"$ 8,555",1
"and El",1
"weekend series",1
"belief stood",1
"G. Stout",1
"drew an",1
"Southern states",1
"effort against",1
"to become",1
"at one",1
". Certainly",1
"topics as",1
"reader of",1
"waged on",1
"parade on",1
"is deeply",1
"came off",1
"Philip Weinstein",1
"A. Martinelli",1
". Its",1
"several years",1
"will eventually",1
"of preserving",1
"leg and",1
"neither told",1
". Corruption",1
"moved past",1
"Legislature later",1
"from 2",1
"The bond",1
"running against",1
"Mayor visits",1
"populous counties",1
"complication that",1
"out into",1
"weakness of",1
"taxi driver",1
"particularly at",1
"four plays",1
"dropped to",1
"underground .",1
"goals .",1
"offenses more",1
"deputies be",1
"respond with",1
"15 million",1
"for 30",1
"and established",1
"eight former",1
"demands and",1
"While in",1
"hits and",1
"-- Gov.",1
"deal effectively",1
"federal contributions",1
"largely because",1
"from 6",1
"more energy",1
"for creation",1
"time the",1
"also were",1
"toward politics",1
"for forty-year",1
"deliver tomorrow",1
"U.S. Dist",1
"traffic .",1
"Department ``",1
"a reduced",1
"from 8",1
"service word",1
"held Sept.",1
"Williams Hartsfield",1
"Texans have",1
"was rumored",1
"means and",1
"in term-end",1
"special-interest groups",1
"will begin",1
". Oslo",1
"to share",1
"The detailed",1
"following .",1
"'s starter",1
"street in",1
"for Byrd",1
"Goldberg will",1
"Tuesday that",1
"be combined",1
"for 39",1
"bridges over",1
"'s direction",1
"some sense",1
"formula is",1
"resigned .",1
"sufficient provocation",1
"soldiers from",1
"the tardiness",1
"mighty fine",1
"was welcomed",1
"158-pounder ,",1
", over",1
"the SMU",1
"13 schools",1
"the contract-negotiation",1
"follow generally",1
"Co. in",1
"post .",1
"he carried",1
"voluntarily --",1
"administration appears",1
"were receiving",1
", leader",1
"n't work",1
"was tackle",1
"discussed in",1
"Denton Independent",1
"Khrushchev pulled",1
"ineligible in",1
"6-3-3 (",1
"saving large",1
"famed Yankee",1
"was done",1
"Co. is",1
"the revenues",1
"late ,",1
"tractor plows",1
"my fellow",1
", bids",1
"of juvenile",1
"began the",1
"atomic arms",1
"conference victory",1
"estimated The",1
"reconvenes .",1
"`` no",1
"Lao Cabinet",1
"changes the",1
"will settle",1
"first step",1
"this city",1
"feet away",1
"longstanding power",1
"it felt",1
"when ratified",1
"some instances",1
"gotten Chairman",1
"too much",1
". Constant",1
"room ''",1
"Greenfield of",1
"primary after",1
"but Judge",1
", emphasizes",1
"M. Steeves",1
"and report",1
") There",1
"some stage",1
"in Africa",1
"the glow",1
"City --",1
"her methods",1
"police will",1
"My experience",1
"to check",1
"citizens ''",1
"the Middle",1
"floor and",1
"Boun Oum",1
"after day",1
"a unanimous",1
"45 minutes",1
"goes into",1
"progress on",1
"raises .",1
"`` be",1
"end their",1
"workers --",1
"claiming event",1
"tract for",1
"several more",1
"two problems",1
"big ,",1
"head off",1
"who charged",1
"rejection by",1
"concluded ,",1
"Port of",1
"important assertion",1
"firmly state",1
"Heitschmidt .",1
"Culbertson ,",1
"was released",1
"and Congressman",1
"`` abandoned",1
"n't give",1
"erupts for",1
"statement can",1
"`` since",1
"relaxation of",1
"the campaign",1
"none or",1
"and here",1
"Rookie southpaw",1
"going into",1
"a gay",1
"Committee who",1
"lead in",1
"proposal later",1
"Mayor apparently",1
"stand for",1
"or lack",1
"a panel",1
"to begin",1
"86 tries",1
"belated spring",1
"only five",1
"2,000 a",1
"now witnessing",1
"occupation as",1
"be physically",1
"James Cotten",1
", Alan",1
"clusters of",1
"Co. contracted",1
"to finances",1
"We Democrats",1
"flashy halfback",1
"errors by",1
"the swift-striding",1
"for males",1
"sue '",1
"without specific",1
"bankrupt The",1
"county committeewoman",1
"were reviewed",1
"consulted yet",1
"the probation",1
"military service",1
"race for",1
"he protested",1
"heard his",1
"and Rosy",1
"them economically",1
